id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
19600,125.0,0.27488529822460595,0.2922197130927813,0.19573894820876075,0.19214890490518488,0.2871934604904587,0.22694136291600736,0.17240955262057656,0.3002195389682769,0.592394207981151,0.19512195121951414,0.4879182156133828,0.5057356985772881,0.29386628683342425,0.3049530846232974,0.2487196044019112,0.12582680122690004,0.3322016848988911,0.2436437373264713,0.1310598939730112,0.40593607305962803,0.6133565855076328,0.3103864734299535,0.5534567072586056,0.4993925369747845
19601,125.0,0.27408737283063134,0.2969311000276178,0.1963676279812387,0.191542462622163,0.28664850136239384,0.22503961965134828,0.17250793182321322,0.3002195389682769,0.585818595284739,0.18902439024390427,0.49070631970260226,0.5098692919937977,0.32012819371495765,0.29331832208535363,0.2315584401249481,0.0998003853189321,0.2993838802968635,0.25581032600218356,0.13339098394556398,0.4061643835620121,0.600380083618394,0.24396135265700572,0.6411928276920131,0.46997523481865344
19602,125.0,0.26630760023937017,0.3018211947427414,0.19192695339786364,0.19324516595526314,0.2882833787466095,0.22313787638668897,0.17324577584298778,0.2963776070253499,0.5824211953915925,0.1829268292682943,0.491635687732342,0.5052223765190287,0.33895664559780636,0.3083368875285435,0.17422486395796932,0.11830821341382697,0.3115805356471419,0.23615660583372255,0.14629469489040703,0.39691780821966605,0.6639032351823255,0.25241545893719997,0.6414804871032712,0.45437268781871476
19603,125.0,0.27249152204268234,0.2972560232645034,0.18626883544556344,0.19270869778182081,0.28664850136239384,0.22472266244057176,0.1730490174377149,0.2963776070253499,0.5855035138430358,0.18902439024390427,0.5012391573729861,0.5073621189934572,0.36615329831746335,0.22450701221807312,0.253959844144951,0.11142950541463303,0.32377719099742247,0.23763843394166187,0.1328646087904708,0.39189497716937877,0.6562970912424209,0.2608695652173936,0.6385080065202795,0.42078601692528683
19604,125.0,0.2583283462996151,0.2985719623738887,0.19738549047001236,0.19053950038485745,0.28446866485013445,0.23201267828843236,0.17191765660739433,0.2930845225028529,0.590161239502994,0.1829268292682943,0.5030978934324658,0.5172827431930802,0.45655657437906855,0.23670312852806613,0.2504773888760138,0.12330205804822505,0.3104488872126734,0.28841054437685115,0.1320224085423208,0.4218036529684374,0.6554206631341185,0.269323671497588,0.6233579441940749,0.3838007714378116
19605,125.0,0.2607221224815436,0.3019999025230282,0.19606825666101096,0.1882303547687354,0.28392370572209047,0.24469096671949403,0.17071251137509647,0.29253567508242284,0.5956272175568864,0.1829268292682943,0.4956629491945478,0.5081564173362374,0.32925309356360416,0.31703943902255954,0.23021181716834122,0.11564436592778776,0.33924305293637885,0.33192949617844036,0.13527841485882292,0.43538812785436976,0.6567397768685529,0.31521739130435283,0.6271934030108345,0.333979148328793
19606,125.0,0.2649112307999172,0.2983770084317572,0.19195689052988635,0.188463601800667,0.2850136239782204,0.25261489698890766,0.1702206153619139,0.2930845225028529,0.5954765264325934,0.1829268292682943,0.495353159851301,0.5136462616645687,0.3620582213122044,0.2711558242805931,0.2273419649657314,0.13176655515137758,0.34905067270245405,0.29784744969583216,0.1383765086287956,0.44897260274030293,0.6772508775459954,0.43357487922705584,0.573017547224086,0.38666670957796134
19607,125.0,0.2545382006782314,0.30386821113511875,0.1878555034427693,0.18902339467730273,0.28010899182563653,0.25103011093502475,0.1705157529698234,0.2930845225028529,0.5881200597284824,0.1951219512195137,0.5012391573729861,0.516088593983866,0.38956645597793366,0.3062921799342723,0.24470733026480324,0.14347913783150282,0.34842197912766476,0.3370768990797035,0.15055833364665594,0.45901826484076236,0.5464797549578512,0.47705314009662037,0.5286221114200791,0.39103400666519766
19608,125.0,0.2579293836026254,0.30450181144704525,0.19233609420217473,0.1894432393347793,0.27738419618533317,0.250713153724248,0.1717946826040987,0.29363336992328315,0.5816540405770103,0.20121951219512368,0.49442379182156115,0.5142622481344803,0.4413335707291267,0.36310808098547653,0.2667693190723785,0.16491511159643055,0.379730919150362,0.3533770082670379,0.15504004211001565,0.4381278538816491,0.5223064368278625,0.4806763285024181,0.4873909291398958,0.4056453027418703
19609,125.0,0.257131458208651,0.289847773463519,0.18631873066560162,0.189863083992256,0.27629427792920347,0.2469096671949293,0.17285225903244167,0.29253567508242284,0.580475909968903,0.20121951219512368,0.49194547707558833,0.5080483495344983,0.28287189530849477,0.3245032489525599,0.3582982880227864,0.15605416721728826,0.40814786872905545,0.3449539853376983,0.14459525510396304,0.43447488584505867,0.5258479218369159,0.519323671497589,0.4547895291974289,0.3933962734758289
19610,125.0,0.25314183123877354,0.2841778629798706,0.17934337890430047,0.18923331700604096,0.2746594005450087,0.2434231378763872,0.17410659386605787,0.2941822173436923,0.5799416414373197,0.21951219512195286,0.49194547707558833,0.5042767832538138,0.3124276684768345,0.3339459093303917,0.37494067132466063,0.16499161896548017,0.39569973594893804,0.35938231165184686,0.14111365943527995,0.43413242009152536,0.5083506606747548,0.5905797101449317,0.4172020327931686,0.41443782716510225
19611,125.0,0.24675842808697002,0.2844378015693789,0.1881648538070046,0.1899563828050287,0.27247956403272844,0.24247226624405754,0.17464767948055898,0.2908891328211536,0.5706809868898723,0.21951219512195286,0.49504337050805425,0.4994785728566104,0.2908840024926716,0.2845028726260093,0.3504255107785073,0.16597230433240182,0.3954482585191405,0.393620340040554,0.1427228634808489,0.430707762557224,0.4751358239989225,0.6219806763285083,0.4246811774858551,0.3657152696089847
19612,125.0,0.25034909235986025,0.2868259873604857,0.1936233908791531,0.189863083992256,0.2702997275204688,0.24247226624405754,0.17481984308517312,0.2903402854007231,0.5783251366494515,0.21951219512195286,0.48791821561338244,0.5033798204993813,0.22990296447967312,0.26305539526832517,0.39108634943762427,0.16154878735819886,0.4188356594998359,0.3929964124161578,0.13621837049291882,0.41095890410954394,0.43493639188856453,0.6533816425120846,0.40751749928085024,0.34989387500261293
