ID,Cycle,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21,RUL
1.0,1.0,0.3257328990227961,0.2715538236726758,0.5612535612535652,0.6109510086455217,0.0968858131487877,0.1224489795918373,0.463768115942031,0.5617977528089995,0.0799999999999272,0.0527962206332972,0.4974134500596889,0.3999999999999986,0.3734939759036138,0.323963043050913,125
1.0,2.0,0.5322580645161281,0.4177185600748032,0.407753479125251,0.4816901408450604,0.153094462540821,0.0773343214058783,0.457516339869283,0.4593639575971693,0.180180180180173,0.1247852106417042,0.4277389277389218,0.3333333333333357,0.2643678160919531,0.4390327559595253,125
1.0,3.0,0.6793893129770936,0.3520670089165065,0.4601632335794789,0.6488549618320576,0.1268656716417808,0.1199606686332259,0.3484848484848477,0.3813229571984351,0.1478873239436779,0.1278655514250317,0.3640044166359999,0.6000000000000014,0.2584269662921361,0.6973134328358199,125
1.0,4.0,0.4064516129032256,0.4366526414212259,0.4196819085487107,0.4676056338028118,0.1563517915309376,0.0773343214058783,0.3006535947712407,0.5653710247349863,0.1651651651652628,0.1032173964567135,0.3321678321678334,0.2222222222222214,0.4712643678160901,0.7882009946835886,125
1.0,5.0,0.587786259542014,0.3777357470953788,0.4694908666925776,0.4809160305343525,0.1231343283582191,0.0580137659783588,0.5,0.4163424124513568,0.1373239436619542,0.0996747211895936,0.3721015826278986,0.6000000000000014,0.3146067415730353,0.4113432835820916,125
1.0,6.0,0.5687022900763452,0.6119967576330723,0.4848425961912177,0.5114503816793814,0.1417910447761414,0.0797216549428938,0.4166666666666678,0.4007782101167336,0.1408450704225288,0.1588444857496895,0.3533308796466698,0.3000000000000007,0.4831460674157295,0.4718407960199009,125
1.0,7.0,0.4806451612903402,0.2828424497428727,0.435785288270381,0.5380281690140833,0.1693811074918585,0.0973957230573745,0.4509803921568611,0.484098939929332,0.1891891891892783,0.1439829353558082,0.4195804195804129,0.3333333333333357,0.5057471264367805,0.7069113359629551,125
1.0,8.0,0.4262820512820724,0.3522197694383138,0.418656302054412,0.4886877828054423,0.0442477876104021,0.075777202072544,0.2993630573248431,0.6212121212121247,0.0327868852459687,0.1331210622586525,0.4208523592085242,0.3999999999999986,0.4105263157894718,0.6991316192746453,125
1.0,9.0,0.3483870967742177,0.3010752688172076,0.4409542743538814,0.3549295774647873,0.1661237785017419,0.1216387889053507,0.5228758169934622,0.653710247349828,0.1681681681682221,0.0861527522663934,0.4681429681429705,0.4444444444444499,0.5862068965517224,0.6340250385868629,125
1.0,10.0,0.3483870967742177,0.4920523609163183,0.4341948310139152,0.5352112676056251,0.1498371335504771,0.0686004658056234,0.339869281045754,0.4876325088339257,0.1681681681682221,0.1058837471114486,0.4988344988344977,0.2222222222222214,0.4482758620689644,0.470245240953524,125
1.0,11.0,0.50322580645161,0.4060308555399743,0.4166998011928449,0.2845070422535158,0.1596091205212815,0.0628308278636424,0.3594771241830052,0.4558303886925827,0.1741741741741407,0.1493156366652783,0.4654234654234628,0.4444444444444499,0.3793103448275854,0.5640541931058145,125
1.0,12.0,0.4451219512195052,0.3870967741935445,0.331384727804167,0.6538461538461462,0.4255319148933267,0.0936026245642764,0.2732919254658412,0.5398230088495382,0.5208333333330302,0.1239674332917317,0.2197125256673544,0.4545454545454532,0.7435897435897445,0.5326435441562225,125
1.0,13.0,0.5,0.5251410350748102,0.4878771053118633,0.696832579185525,0.0442477876104021,0.0832548280734783,0.4012738853503208,0.5181818181818159,0.0737704918035433,0.1281078517715599,0.2682648401826455,0.3999999999999986,0.4842105263157883,0.5651285544014968,125
1.0,14.0,0.3935483870967857,0.4053295932678864,0.316699801192847,0.5070422535211208,0.1596091205212815,0.1210565318653351,0.3986928104575149,0.5229681978798624,0.1891891891892783,0.1133495289447168,0.4786324786324769,0.3333333333333357,0.5862068965517224,0.5359286571771573,125
1.0,15.0,0.4197530864197745,0.4417775665399261,0.3560842433697324,0.7625000000000028,0.2592592592591245,0.0833333333333357,0.4266666666666694,0.7558139534883708,0.426229508196684,0.1350442257381345,0.2024959742351058,0.3636363636363668,0.5576923076923066,0.5377846790890253,125
1.0,16.0,0.4039087947882365,0.3641013151485666,0.3359631821170303,0.5533141210374595,0.1349480968858643,0.091954700955533,0.2608695652173907,0.4569288389513133,0.0933333333334758,0.0871424923391188,0.4062873060087497,0.2000000000000028,0.6506024096385552,0.5942598781206954,125
1.0,17.0,0.2748091603053524,0.4415022966765676,0.5680139914496714,0.5216284987277362,0.1305970149253426,0.1532410558959114,0.3787878787878789,0.5019455252918235,0.1478873239436779,0.0708643122676662,0.2443871917556137,0.4000000000000021,0.247191011235957,0.5404975124378133,125
1.0,18.0,0.3680781758957607,0.4308329274232889,0.5259697567389878,0.3602305475504295,0.1141868512110022,0.0909519877315148,0.4347826086956488,0.434456928838955,0.0799999999999272,0.0794177732379921,0.4807003581376818,0.3999999999999986,0.6867469879518069,0.639473166896007,125
1.0,19.0,0.2645161290322733,0.3300607760635827,0.5874751491053694,0.5408450704225345,0.1596091205212815,0.0564789328816388,0.339869281045754,0.4593639575971693,0.1711711711712951,0.1153048527581859,0.4370629370629331,0.5555555555555571,0.3563218390804596,0.7014234265134629,125
1.0,20.0,0.573717948717956,0.3706156487613441,0.4813992226540797,0.4932126696832597,0.1061946902655108,0.074481865284973,0.4012738853503208,0.5424242424242465,0.1065573770492847,0.1178781925343841,0.5175038051750391,0.5,0.5473684210526315,0.4627958453941758,125
1.0,21.0,0.4612903225806235,0.3492286115007026,0.4968190854870791,0.3183098591549296,0.1596091205212815,0.0745818335803534,0.5098039215686292,0.303886925795048,0.1681681681682221,0.1204597973573484,0.4471639471639506,0.4444444444444499,0.4367816091954015,0.6648945292402679,125
1.0,22.0,0.4290322580645238,0.4062646096306714,0.480318091451295,0.5605633802816854,0.1563517915309376,0.0574317171289422,0.3333333333333321,0.5901060070671349,0.1981981981981562,0.1107424305267557,0.3550893550893548,0.3333333333333357,0.4597701149425273,0.7093122963471092,125
1.0,23.0,0.3838709677419558,0.283309957924267,0.4180914512922484,0.4929577464788721,0.1596091205212815,0.0578551767944119,0.307189542483659,0.4805653710247313,0.2102102102103344,0.1114534573680146,0.2816627816627814,0.4444444444444499,0.4367816091954015,0.7208026067569868,125
1.0,24.0,0.6225806451612641,0.4083683964469387,0.450298210735589,0.3971830985915474,0.1596091205212815,0.1026889688757108,0.3464052287581722,0.3710247349823277,0.1741741741741407,0.108372341055869,0.4405594405594328,0.5555555555555571,0.3448275862068968,0.5990396158463369,125
1.0,25.0,0.3774193548387075,0.3499298737727905,0.3413518886679938,0.6253521126760546,0.1596091205212815,0.0917848824899394,0.4901960784313708,0.5689045936395729,0.1741741741741407,0.093263020679025,0.3135198135198109,0.5555555555555571,0.4252873563218386,0.8262733664894526,124
1.0,26.0,0.3580645161290476,0.5158952781673705,0.395228628230619,0.5295774647887299,0.1986970684039306,0.1034829557484613,0.4313725490196063,0.4593639575971693,0.183183183183246,0.1240741838004382,0.4005439005439015,0.4444444444444499,0.5057471264367805,0.5733150403018357,123
1.0,27.0,0.5648854961831944,0.5263442312888387,0.4714341235911377,0.7353689567430024,0.134328358209018,0.0958323878677731,0.4090909090909136,0.4124513618677028,0.1161971830986203,0.0833333333333357,0.4140596245859456,0.5,0.4719101123595504,0.5544278606965207,122
1.0,28.0,0.5487804878048621,0.4713261648745472,0.3472780416514425,0.681318681318686,0.4468085106391299,0.0868361697765038,0.4658385093167716,0.5132743362831604,0.4791666666660603,0.132049682058593,0.6217659137576987,0.3636363636363668,0.6495726495726473,0.4583211891576724,121
1.0,29.0,0.3780487804878021,0.7067652329749023,0.5697844355133341,0.573260073260073,0.3829787234044488,0.0956530654090599,0.2670807453416159,0.5486725663716783,0.3333333333339396,0.1249182860878335,0.4878850102669361,0.1818181818181798,0.4786324786324769,0.3896823083649039,120
1.0,30.0,0.5352564102564088,0.450331125827816,0.2783638719230055,0.5158371040723893,0.0619469026546539,0.1027437588318491,0.3503184713375802,0.5636363636363768,0.0901639344263003,0.0961316983944158,0.4219939117199374,0.3999999999999986,0.5157894736842081,0.5021283841307671,119
1.0,31.0,0.592592592592581,0.5161596958174854,0.453003120124805,0.5499999999999972,0.3703703703704377,0.0562741093714578,0.3733333333333313,0.53779069767441,0.459016393442198,0.130995390556869,0.2818035426731029,0.2727272727272734,0.51923076923077,0.4606625258799148,118
1.0,32.0,0.4567901234568126,0.6368821292775664,0.5750780031201259,0.55416666666666,0.3703703703704377,0.0757317903335632,0.3133333333333326,0.7470930232558146,0.3606557377047465,0.1373489473028541,0.3953301127214175,0.3636363636363668,0.6634615384615365,0.7246376811594182,117
